,acc,loss,val_acc,val_loss
0,0.14480000004172325,2.332716575860977,0.3657000002264976,1.940880570411682
1,0.5096999994665384,1.5004599249362947,0.6249000035226345,1.1573940351605416
2,0.6917000043392182,1.0036688259243964,0.7458000001311302,0.8244462838768959
3,0.7473000010848045,0.8241036903858184,0.7950999954342842,0.6666760271787644
4,0.785299996137619,0.7105176268517971,0.8117999941110611,0.6336127550899983
5,0.8019999942183494,0.6574664333462715,0.8300999948382377,0.5492963694781064
6,0.817699992954731,0.621597159653902,0.8526999947428703,0.5030765601992607
7,0.8275999954342842,0.5890815941244364,0.8517999947071075,0.5084334528446197
8,0.8433999961614609,0.5281209848821163,0.857999994456768,0.4760124896466732
9,0.8442999964952469,0.52149852655828,0.8676999953389167,0.44864600598812104
10,0.8503999933600426,0.5145990862697363,0.8675999963283538,0.44688226595520975
11,0.8629999929666519,0.4660138565301895,0.8769999933242798,0.4221752982214093
12,0.8620999932289124,0.470705124810338,0.8805999964475631,0.4040695134550333
13,0.8655999946594238,0.4533840284496546,0.8880999943614006,0.37315953217446807
14,0.8661999940872193,0.4592504046857357,0.892599995136261,0.3593304694443941
15,0.8794999948143959,0.4121225866302848,0.8913999941945076,0.3651063744351268
16,0.8751999923586845,0.43371115751564504,0.8989999976754188,0.34171108704060316
17,0.886699997484684,0.40090336129069326,0.8974999976158142,0.34770245127379895
18,0.8844999945163727,0.3971354412287474,0.9010999971628189,0.346512359008193
19,0.8849999961256981,0.3963772598654032,0.901999996304512,0.32660636559128764
20,0.8867999947071076,0.3837300253659487,0.9122999960184097,0.30710811603814364
21,0.8926999959349632,0.3731368577852845,0.9078999957442284,0.3082481313124299
22,0.8937999945878983,0.3658948715031147,0.9012999966740608,0.3317734618857503
23,0.890299996137619,0.39109805822372434,0.9089999970793724,0.318887062817812
24,0.9024999982118607,0.33675482150167224,0.9108999967575073,0.3098191745392978
25,0.8958999952673912,0.36182733993977306,0.9186999985575676,0.2866941334679723
26,0.9039999973773957,0.3430688890442252,0.9132999956607819,0.2968542552553117
27,0.899999994635582,0.34679223500192163,0.920699996650219,0.2738042222894728
28,0.9008999961614609,0.3392597429081798,0.9183999979496003,0.2711991260200739
29,0.905999995470047,0.3187558839842677,0.9228999960422516,0.2595774453133345
30,0.9051999968290328,0.3252930263243616,0.9223999962210655,0.27255827525630594
31,0.907299996316433,0.3176384773105383,0.9216999977827072,0.27490714119747284
32,0.9063999971747398,0.3245595881342888,0.9316999968886376,0.24394322481006384
33,0.9102999970316887,0.31437698274850845,0.9241999962925911,0.2549916139058769
34,0.9084999969601631,0.31468543846160174,0.9298999956250191,0.24417812775820494
35,0.9096999970078469,0.30900180131196975,0.9246999967098236,0.2576153626292944
36,0.9117999964952469,0.30438628379255533,0.9261999949812889,0.2583180397748947
37,0.9113999956846237,0.30020493514835833,0.928399997651577,0.23957732137292623
38,0.9167999961972236,0.28512523978948595,0.9240999975800515,0.25242267139256
39,0.9101999974250794,0.2996239547803998,0.9322999984025955,0.23439424199983477
40,0.918999999165535,0.2820792306959629,0.92759999781847,0.24631707645952702
41,0.9213999956846237,0.26844542991369963,0.9320999988913536,0.23713302221149207
42,0.9153999948501587,0.2961079835519195,0.9330999979376793,0.23046575279906392
43,0.9160999968647957,0.28141010394319893,0.9286999955773354,0.24296756317839027
44,0.9227999964356423,0.26615199809893964,0.9319999957084656,0.22649294950067997
45,0.9219999971985817,0.270990860722959,0.9310999983549118,0.23347077134996652
46,0.9175999942421913,0.27431231886148455,0.9406999969482421,0.20919407103210688
47,0.9203999951481819,0.2739733869768679,0.9373999971151352,0.2096912495419383
48,0.9193999955058098,0.2707438086345792,0.9393999990820885,0.207667807424441
